step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
362,TRANSFER,1397689.48,C1224276273,1397689.48,0.0,C298592695,0.0,0.0,1,0
692,CASH_OUT,46072.33,C1532133480,46072.33,0.0,C1174357565,813867.62,859939.95,1,0
116,CASH_OUT,1562871.32,C885720640,1562871.32,0.0,C1672277432,802340.28,2365211.6,1,0
401,PAYMENT,11039.63,C1102274909,0.0,0.0,M1599526925,0.0,0.0,0,0
280,PAYMENT,5148.58,C385584332,32883.0,27734.42,M1878262075,0.0,0.0,0,0
8,TRANSFER,4642.52,C479959463,0.0,0.0,C1485647504,70550.0,51357.06,0,0
350,CASH_OUT,915672.67,C1425610386,915672.67,0.0,C1547228019,999821.05,1915493.72,1,0
181,CASH_OUT,252189.32,C1835922143,252189.32,0.0,C705527703,310145.69,562335.01,1,0
537,TRANSFER,266546.68,C1561774472,266546.68,0.0,C351398995,0.0,0.0,1,0
43,CASH_IN,51781.07,C706614013,105371.0,157152.07,C1804618754,2953967.24,2902186.18,0,0
540,CASH_OUT,1989311.31,C393149689,1989311.31,0.0,C928608101,2475151.37,4464462.67,1,0
508,TRANSFER,218350.42,C1965622293,218350.42,0.0,C632271407,0.0,0.0,1,0
286,TRANSFER,97091.24,C1623240836,97091.24,0.0,C410264371,0.0,0.0,1,0
372,CASH_IN,104780.52,C1577062746,10714.0,115494.52,C126901742,420722.41,315941.9,0,0
187,CASH_OUT,118121.36,C147524873,7889.33,0.0,C1629643918,748350.31,866471.66,0,0
381,TRANSFER,669466.15,C302862821,0.0,0.0,C1366037465,964433.1,1633899.25,0,0
160,CASH_OUT,11385.0,C2015463710,11385.0,0.0,C1729789302,4664368.68,4675753.68,1,0
156,TRANSFER,86848.88,C317224032,86848.88,0.0,C2050121907,0.0,0.0,1,0
332,CASH_IN,165511.21,C1314942229,3251869.87,3417381.08,C1190340244,3505786.28,3340275.07,0,0
238,PAYMENT,3528.76,C1038103928,14365.0,10836.24,M1691696994,0.0,0.0,0,0
22,PAYMENT,1123.47,C1375389762,53712.0,52588.53,M520207809,0.0,0.0,0,0
380,CASH_IN,121963.97,C1314189470,876883.62,998847.59,C1581135254,369624.57,247660.59,0,0
204,CASH_IN,44563.45,C76667649,447419.3,491982.75,C193253880,294421.94,249858.5,0,0
372,CASH_OUT,2923356.25,C1763502384,2923356.25,0.0,C2027686342,245463.38,3168819.64,1,0
29,CASH_OUT,268641.82,C2038670336,268641.82,0.0,C1068543577,197163.95,465805.77,1,0
204,PAYMENT,19144.84,C884440953,0.0,0.0,M1921532395,0.0,0.0,0,0
695,CASH_OUT,1305754.09,C288815046,1305754.09,0.0,C1715910544,0.0,1305754.09,1,0
316,CASH_OUT,158279.4,C878032690,158279.4,0.0,C1366404133,778522.62,936802.02,1,0
303,CASH_OUT,326973.45,C438829518,17090.0,0.0,C1919068206,554477.18,881450.63,0,0
11,PAYMENT,15130.18,C1162674853,0.0,0.0,M1233189810,0.0,0.0,0,0
614,TRANSFER,125464.46,C33936647,125464.46,0.0,C1795712220,0.0,0.0,1,0
546,PAYMENT,5258.88,C1062405414,43519.0,38260.12,M192115645,0.0,0.0,0,0
9,CASH_IN,3567.85,C1202427467,616327.0,619894.85,C1859482835,142986.0,139418.15,0,0
119,CASH_OUT,1082718.08,C1700746062,1082718.08,0.0,C2094758732,0.0,1082718.08,1,0
327,PAYMENT,381.79,C1118934078,6261.0,5879.21,M392761622,0.0,0.0,0,0
544,DEBIT,402.9,C433365530,25794.0,25391.1,C999226606,177643.19,178046.09,0,0
378,PAYMENT,2445.05,C2019990313,0.0,0.0,M824656856,0.0,0.0,0,0
191,CASH_OUT,1895158.63,C500742498,1895158.63,0.0,C467413357,0.0,1700657.35,1,0
251,PAYMENT,2611.0,C1019520697,0.0,0.0,M1817967597,0.0,0.0,0,0
402,CASH_OUT,61752.95,C914403446,0.0,0.0,C973102358,183836.15,245589.1,0,0
131,CASH_IN,330598.69,C65980408,1351938.06,1682536.76,C1549086472,9416357.69,9085759.0,0,0
251,CASH_IN,408497.86,C1291691024,376777.6,785275.46,C318346668,1709439.6,1300941.74,0,0
170,TRANSFER,147649.37,C220889804,147649.37,0.0,C1303263986,0.0,0.0,1,0
21,CASH_OUT,23292.3,C1861214292,0.0,0.0,C1834461593,392364.62,415656.92,1,0
163,CASH_OUT,70989.37,C246826080,32560.0,0.0,C2087777324,240695.59,311684.96,0,0
208,PAYMENT,9047.34,C652653475,180065.9,171018.56,M799080024,0.0,0.0,0,0
280,PAYMENT,8011.8,C1378239312,11418.0,3406.2,M1358553879,0.0,0.0,0,0
178,TRANSFER,1867502.6,C460504458,647889.0,0.0,C1093763769,90093.99,1957596.58,0,0
130,TRANSFER,21531.0,C2122951913,21531.0,0.0,C878866926,0.0,0.0,1,0
540,CASH_IN,245205.57,C1026326811,3099484.25,3344689.83,C1491339253,2022726.07,1777520.49,0,0
178,CASH_OUT,246105.12,C506772397,0.0,0.0,C81528968,846030.49,1092135.61,0,0
354,PAYMENT,24642.84,C510861728,0.0,0.0,M177833897,0.0,0.0,0,0
160,CASH_IN,6616.17,C2088574136,102141.0,108757.17,C801314348,118090.53,111474.36,0,0
652,TRANSFER,740124.95,C2073636475,740124.95,0.0,C1794713001,0.0,0.0,1,0
644,CASH_OUT,4438931.81,C694579714,4438931.81,0.0,C672316377,20066.68,4458998.5,1,0
241,PAYMENT,1736.61,C685770385,3021.0,1284.39,M146151949,0.0,0.0,0,0
1,TRANSFER,1277212.77,C1334405552,1277212.77,0.0,C431687661,0.0,0.0,1,0
583,CASH_OUT,1764389.11,C1297057320,1764389.11,0.0,C2133001459,7116057.41,8880446.51,1,0
372,PAYMENT,15284.4,C1242485704,0.0,0.0,M1297835257,0.0,0.0,0,0
403,TRANSFER,2371324.81,C1838733636,2371324.81,0.0,C1533106811,0.0,0.0,1,0
302,TRANSFER,1788729.73,C1477176067,1788729.73,0.0,C78352329,0.0,0.0,1,0
306,PAYMENT,5984.59,C1232144296,13962.0,7977.41,M71418996,0.0,0.0,0,0
275,CASH_OUT,92362.98,C553306546,0.0,0.0,C1744834653,104612.81,196975.79,0,0
692,TRANSFER,163490.28,C666992826,163490.28,0.0,C2120357897,0.0,0.0,1,0
283,PAYMENT,6984.81,C144613079,816873.0,809888.19,M179762504,0.0,0.0,0,0
182,CASH_IN,182671.39,C333123822,968773.93,1151445.32,C294214880,190765.98,8094.59,0,0
328,PAYMENT,13302.06,C1870970208,0.0,0.0,M1395199025,0.0,0.0,0,0
619,TRANSFER,1289142.33,C235649723,1289142.33,0.0,C935439037,0.0,0.0,1,0
260,TRANSFER,10000000.0,C1799904347,10175597.64,175597.64,C1817199105,0.0,0.0,1,0
370,CASH_IN,289697.09,C1712799960,51442.0,341139.09,C589600027,286201.1,0.0,0,0
132,TRANSFER,272789.9,C804542974,0.0,0.0,C313410220,2217854.17,2490644.08,0,0
733,TRANSFER,905919.58,C1435012203,905919.58,0.0,C450820106,0.0,0.0,1,0
164,TRANSFER,1191399.72,C138035077,1191399.72,0.0,C550830618,0.0,0.0,1,0
159,CASH_IN,289748.89,C1249165302,2905108.26,3194857.15,C1000844377,386420.92,96672.04,0,0
34,CASH_IN,185630.61,C411146200,8322434.43,8508065.04,C152202138,1173219.77,987589.17,0,0
714,CASH_OUT,221167.84,C75762686,221167.84,0.0,C711384774,180443.7,401611.54,1,0
132,PAYMENT,29136.47,C1813206411,626549.46,597412.99,M444842481,0.0,0.0,0,0
257,CASH_IN,201581.48,C42842041,12175.0,213756.48,C1906548196,1937627.92,2053295.27,0,0
156,CASH_OUT,157705.36,C599834938,157705.36,0.0,C522259302,0.0,157705.36,1,0
404,CASH_OUT,97539.66,C49165466,26152.0,0.0,C558799297,1231115.57,1328655.23,0,0
373,CASH_OUT,141410.98,C767066926,141410.98,0.0,C1291704939,594609.75,736020.74,1,0
343,CASH_OUT,540530.08,C1305572067,540530.08,0.0,C362968415,3707887.19,4248417.27,1,0
719,TRANSFER,1842163.57,C445994670,1842163.57,0.0,C2123813082,0.0,0.0,1,0
250,CASH_IN,222062.42,C343486445,1084.0,223146.42,C515078041,0.0,0.0,0,0
176,CASH_OUT,665489.33,C1008719694,665489.33,0.0,C1320083995,1184319.45,1849808.78,1,0
376,PAYMENT,8285.31,C2037568446,5040.0,0.0,M1231558951,0.0,0.0,0,0
328,DEBIT,12469.37,C1065673214,11381.0,0.0,C1670687584,943070.56,955539.93,0,0
304,CASH_OUT,3815.16,C2145702104,218022.0,214206.84,C1099375928,203657.58,207472.74,0,0
513,CASH_OUT,100762.66,C1991632436,100762.66,0.0,C693486169,0.0,100762.66,1,0
253,CASH_IN,40411.6,C285074064,24.0,40435.6,C1299290663,556262.29,515850.69,0,0
353,CASH_OUT,241386.36,C204513903,20560.0,0.0,C1228023606,1647861.59,1889247.95,0,0
17,CASH_IN,191807.07,C418796409,3054309.27,3246116.33,C113009831,389902.84,198095.77,0,0
324,CASH_OUT,71525.53,C186383004,0.0,0.0,C1783107664,757189.36,828714.89,0,0
354,CASH_OUT,30490.64,C255956839,0.0,0.0,C865501591,151960.55,182451.19,0,0
188,TRANSFER,93339.85,C1952340048,0.0,0.0,C1241447031,1168246.44,1356408.39,0,0
455,TRANSFER,542222.77,C572669478,542222.77,0.0,C899620238,0.0,0.0,1,0
155,PAYMENT,25745.52,C2010867281,31030.0,5284.48,M244622535,0.0,0.0,0,0
347,CASH_IN,164110.46,C854216480,1104633.28,1268743.74,C1349376206,471519.42,307408.96,0,0
155,CASH_OUT,4958.34,C167354086,0.0,0.0,C2018136062,636879.62,641837.95,0,0
303,CASH_OUT,154477.03,C659920812,0.0,0.0,C869755614,1591503.07,1745980.11,0,0
566,PAYMENT,1971.18,C1709854097,0.0,0.0,M601545669,0.0,0.0,0,0
260,CASH_OUT,177105.97,C1721333248,0.0,0.0,C2101160428,273184.29,450290.26,0,0
352,TRANSFER,75734.99,C2133141202,75734.99,0.0,C1561593224,0.0,0.0,1,0
45,CASH_OUT,155761.29,C719370249,155761.29,0.0,C2024978323,192775.45,348536.74,1,0
352,CASH_OUT,107948.31,C204863345,0.0,0.0,C755652644,246492.49,354440.8,0,0
392,CASH_OUT,92001.22,C448834198,92001.22,0.0,C332333924,329180.16,421181.38,1,0
38,CASH_OUT,173733.78,C1798128114,235263.72,61529.94,C686489064,348964.16,522697.94,0,0
17,CASH_OUT,195351.76,C268542581,195351.76,0.0,C504693752,156408.25,265841.0,1,0
709,CASH_OUT,66516.2,C682356990,66516.2,0.0,C263674163,156834.4,223350.6,1,0
137,PAYMENT,59815.58,C227261658,66049.15,6233.58,M2034863358,0.0,0.0,0,0
292,CASH_OUT,21859.86,C147918095,21859.86,0.0,C1273645677,0.0,21859.86,1,0
12,PAYMENT,21991.16,C1738041532,233202.1,211210.93,M1986030454,0.0,0.0,0,0
15,CASH_OUT,476810.75,C796338307,0.0,0.0,C531838360,608336.27,1961070.35,0,0
294,TRANSFER,79446.06,C98463296,79446.06,0.0,C1491493728,0.0,0.0,1,0
559,CASH_OUT,127564.33,C471097879,127564.33,0.0,C312345,272123.54,399687.88,1,0
20,CASH_OUT,81409.08,C1182742611,8826.0,0.0,C2096918216,0.0,81409.08,0,0
183,CASH_IN,29340.72,C576535567,681804.05,711144.78,C1023892488,616475.24,587134.52,0,0
327,CASH_OUT,183901.08,C1866405567,0.0,0.0,C136016257,408432.78,592333.86,0,0
21,TRANSFER,785323.0,C1204079316,785323.0,0.0,C637091706,0.0,0.0,1,0
408,CASH_OUT,364194.45,C1010800423,102379.27,0.0,C102450951,952067.13,1316261.58,0,0
174,CASH_OUT,1244224.16,C1409947310,1244224.16,0.0,C1545423847,1350776.28,2595000.45,1,0
284,CASH_IN,368483.17,C1594457159,17771813.04,18140296.21,C470136758,871099.68,502616.51,0,0
137,TRANSFER,1265379.37,C272782184,1265379.37,0.0,C804016361,0.0,0.0,1,0
303,PAYMENT,19364.72,C1018873398,54205.63,34840.92,M1184792091,0.0,0.0,0,0
352,PAYMENT,14052.45,C68432477,456960.36,442907.91,M1858446386,0.0,0.0,0,0
368,CASH_OUT,200419.12,C1991181153,200419.12,0.0,C2069255486,4027748.6,4228167.73,1,0
226,CASH_OUT,176391.83,C1147368758,22407.0,0.0,C878583036,95017.62,271409.45,0,0
675,CASH_OUT,10000000.0,C392319907,10000000.0,0.0,C852706972,759509.55,10759509.55,1,0
215,PAYMENT,36245.55,C1790388814,42.31,0.0,M304373640,0.0,0.0,0,0
236,PAYMENT,2476.03,C77106009,0.0,0.0,M893304017,0.0,0.0,0,0
212,TRANSFER,5131896.17,C226207762,5131896.17,0.0,C290920701,0.0,0.0,1,0
356,PAYMENT,20243.77,C2022908320,25224.11,4980.34,M148209674,0.0,0.0,0,0
250,CASH_OUT,112749.23,C2052713299,158390.0,45640.77,C1096949217,0.0,112749.23,0,0
141,PAYMENT,11229.68,C682824026,50010.0,38780.32,M1774997760,0.0,0.0,0,0
621,TRANSFER,1077146.94,C1645503164,1077146.94,0.0,C220661112,0.0,0.0,1,0
680,CASH_OUT,1819405.69,C960377084,1819405.69,0.0,C524632299,7549887.38,9369293.07,1,0
210,CASH_OUT,125692.62,C694203292,0.0,0.0,C227035676,374626.68,500319.3,0,0
354,TRANSFER,283429.1,C712071117,283429.1,0.0,C465712526,0.0,0.0,1,0
164,CASH_OUT,175267.61,C979923889,175267.61,0.0,C1018310032,73374.37,248641.98,1,0
406,CASH_OUT,126192.63,C1660121126,126192.63,0.0,C39677871,0.0,126192.63,1,0
35,CASH_IN,178931.95,C1264282784,5238201.77,5417133.72,C66108215,1078507.18,899575.23,0,0
227,CASH_OUT,536227.26,C1183948502,0.0,0.0,C577907506,562237.99,1098465.25,0,0
43,DEBIT,956.4,C917056221,130195.0,129238.6,C1274772702,896701.54,897657.94,0,0
584,CASH_OUT,223536.23,C301876493,0.0,0.0,C886888353,2851921.01,3075457.24,0,0
151,TRANSFER,113614.57,C134880961,113614.57,0.0,C1742051679,0.0,0.0,1,0
225,PAYMENT,21289.84,C1658040097,103.0,0.0,M2079483999,0.0,0.0,0,0
463,CASH_OUT,1968008.53,C1471437030,1968008.53,0.0,C765536045,615855.0,2583863.54,1,0
175,CASH_OUT,895565.06,C763112814,895565.06,0.0,C1338000505,100335.14,995900.2,1,0
325,CASH_OUT,56488.88,C1223545783,167081.0,110592.12,C2090830608,0.0,56488.88,0,0
236,PAYMENT,7062.9,C127035998,530.0,0.0,M1893107935,0.0,0.0,0,0
402,PAYMENT,7174.17,C646591793,0.0,0.0,M165214866,0.0,0.0,0,0
161,CASH_IN,10554.73,C1871434164,8802923.46,8813478.18,C1914294783,33229.75,22675.03,0,0
281,TRANSFER,5393228.23,C454501295,5393228.23,0.0,C1258227821,0.0,0.0,1,0
187,PAYMENT,18241.08,C2081802521,55325.34,37084.26,M1761012222,0.0,0.0,0,0
276,CASH_OUT,226055.8,C1918279244,0.0,0.0,C291694532,909175.65,1135231.45,0,0
99,TRANSFER,1515291.19,C1575226124,1515291.19,0.0,C1023961494,0.0,0.0,1,0
378,CASH_IN,419654.76,C487724740,7592554.04,8012208.8,C631804476,1135587.14,715932.38,0,0
646,TRANSFER,10000000.0,C512841143,30399045.08,20399045.08,C832210168,0.0,0.0,1,0
352,CASH_OUT,202990.16,C2066833019,0.0,0.0,C817028625,655972.99,858963.15,0,0
393,PAYMENT,24188.03,C1018126923,0.0,0.0,M926096266,0.0,0.0,0,0
331,CASH_IN,128740.56,C92075037,40966.0,169706.56,C1851490021,1376151.09,1247410.52,0,0
561,TRANSFER,348983.86,C2059773310,348983.86,0.0,C1170744604,0.0,0.0,1,0
672,TRANSFER,7218629.01,C426878281,7218629.01,0.0,C1596412871,0.0,0.0,1,0
680,CASH_OUT,227668.22,C838079737,227668.22,0.0,C971866524,53722.04,281390.26,1,0
187,PAYMENT,174.8,C1353505539,0.0,0.0,M1703466345,0.0,0.0,0,0
610,CASH_OUT,298754.96,C87645050,298754.96,0.0,C1812719573,1865811.93,2164566.89,1,0
56,TRANSFER,829885.13,C633571752,829885.13,0.0,C22428002,0.0,0.0,1,0
274,CASH_OUT,199136.22,C1279343366,0.0,0.0,C1801111317,593369.57,792505.79,0,0
394,CASH_OUT,230543.55,C1831881067,105411.0,0.0,C118882146,304795.94,535339.49,0,0
353,CASH_OUT,64236.75,C253796424,20567.0,0.0,C37957594,0.0,64236.75,0,0
115,CASH_OUT,1001167.03,C1903297652,1001167.03,0.0,C851937225,4960.52,1006127.56,1,0
495,CASH_OUT,797710.8,C853913532,797710.8,0.0,C721674315,49988.57,847699.37,1,0
35,CASH_OUT,349489.57,C1945855382,14668.0,0.0,C798170461,2536925.81,2600812.81,0,0
710,CASH_OUT,23134.17,C2058293916,23134.17,0.0,C584398732,0.0,23134.17,1,0
372,CASH_IN,68880.63,C544191242,1275312.68,1344193.31,C388254474,10159359.56,10090478.93,0,0
529,CASH_OUT,1679154.56,C355424107,1679154.56,0.0,C318965454,4351406.23,6030560.79,1,0
284,CASH_OUT,402625.39,C1117840204,0.0,0.0,C1101624960,538420.97,941046.35,0,0
399,PAYMENT,62378.44,C270235485,1028.0,0.0,M1234401549,0.0,0.0,0,0
208,PAYMENT,5236.81,C1667969427,186282.38,181045.56,M978554256,0.0,0.0,0,0
207,TRANSFER,404881.49,C2058183450,0.0,0.0,C139613841,1106188.27,1511069.77,0,0
64,TRANSFER,37796.75,C1530845932,37796.75,0.0,C2125159934,0.0,0.0,1,0
45,CASH_OUT,5188875.35,C1564479230,5188875.35,0.0,C203959811,11465.0,5020573.28,1,0
212,TRANSFER,723470.02,C1178285467,0.0,0.0,C111963514,1733573.13,2457043.16,0,0
39,CASH_OUT,91433.55,C1837239876,11290.0,0.0,C616877491,32899.35,124332.89,0,0
439,CASH_OUT,100840.93,C1892976179,100840.93,0.0,C1902905747,47681.33,148522.26,1,0
206,CASH_OUT,189750.11,C534156759,135689.0,0.0,C1430101561,1000018.59,1189768.7,0,0
243,CASH_OUT,793886.87,C840188997,793886.87,0.0,C1959131299,1841967.2,2635854.07,1,0
676,TRANSFER,5016884.33,C60690342,5016884.33,0.0,C1327214337,0.0,0.0,1,0
644,TRANSFER,628033.58,C461413843,628033.58,0.0,C1733340039,0.0,0.0,1,0
177,CASH_OUT,16632.13,C1418629204,0.0,0.0,C1622756103,886249.27,902881.4,0,0
379,CASH_OUT,284000.25,C1668487774,284000.25,0.0,C1354269038,0.0,284000.25,1,0
3,TRANSFER,22877.0,C1247938090,22877.0,0.0,C1002031672,0.0,0.0,1,0
187,CASH_OUT,60909.59,C146188783,0.0,0.0,C401641936,82413.18,143322.77,0,0
406,PAYMENT,29148.03,C358615772,97115.18,67967.15,M768351083,0.0,0.0,0,0
528,TRANSFER,501101.41,C1409061891,501101.41,0.0,C1663472922,0.0,0.0,1,0
185,CASH_IN,457955.51,C1058897746,33273.0,491228.51,C887582214,0.0,0.0,0,0
275,CASH_OUT,159653.52,C1991456046,0.0,0.0,C345102133,3564627.8,3724281.33,0,0
71,TRANSFER,1871553.73,C677678546,1871553.73,0.0,C646623849,0.0,0.0,1,0
211,CASH_OUT,42920.12,C1025408507,1093.0,0.0,C294655737,1424857.86,1467777.98,0,0
84,CASH_OUT,10000000.0,C824646662,10000000.0,0.0,C1917849910,0.0,10000000.0,1,0
254,PAYMENT,5891.69,C65572852,0.0,0.0,M2112528236,0.0,0.0,0,0
544,CASH_OUT,354836.56,C116430943,246420.0,0.0,C1276723011,0.0,354836.56,0,0
399,PAYMENT,37404.7,C560167392,0.0,0.0,M1458681708,0.0,0.0,0,0
352,CASH_OUT,117823.63,C134130747,23229.0,0.0,C469455215,452947.84,570771.47,0,0
337,CASH_OUT,88748.63,C1502031409,88748.63,0.0,C997271871,664794.37,753543.0,1,0
449,CASH_OUT,1965786.11,C1721232424,1965786.11,0.0,C895676218,2223.45,1968009.57,1,0
153,TRANSFER,1107865.79,C140826468,5089.0,0.0,C849252738,2072094.0,3179959.79,0,0
319,CASH_OUT,1033878.67,C997616929,1033878.67,0.0,C1469065727,6177505.77,7211384.44,1,0
641,TRANSFER,2938833.22,C764985389,2938833.22,0.0,C1105589576,0.0,0.0,1,0
256,CASH_IN,80953.13,C22538001,1701304.11,1782257.24,C1783137849,1291627.93,1210674.8,0,0
403,TRANSFER,108560.06,C1798273837,108560.06,0.0,C1904675191,0.0,0.0,1,0
629,TRANSFER,114253.58,C731677275,114253.58,0.0,C1959262781,0.0,0.0,1,0
160,PAYMENT,7322.35,C818030007,0.0,0.0,M1486248818,0.0,0.0,0,0
323,TRANSFER,25761.04,C1899367925,25761.04,0.0,C2085710932,0.0,0.0,1,0
162,PAYMENT,9884.56,C1739483073,0.0,0.0,M913892640,0.0,0.0,0,0
98,CASH_OUT,63624.08,C431038121,63624.08,0.0,C1925188324,0.0,63624.08,1,0
330,PAYMENT,25590.26,C810431997,418.0,0.0,M458090604,0.0,0.0,0,0
158,PAYMENT,6776.2,C1226924493,17612.48,10836.28,M1259678673,0.0,0.0,0,0
162,CASH_OUT,56664.71,C1345252288,0.0,0.0,C21378295,82201.57,138866.28,0,0
16,CASH_OUT,148583.63,C51182048,52005.0,0.0,C1947118716,3323126.25,3471709.88,0,0
356,PAYMENT,1285.79,C1346676082,0.0,0.0,M1977575269,0.0,0.0,0,0
234,CASH_OUT,210691.92,C200762864,210691.92,0.0,C2092558737,93393.33,304085.25,1,0
671,TRANSFER,10000000.0,C916267146,33441041.46,23441041.46,C1505960727,0.0,0.0,1,0
590,CASH_IN,37793.11,C179328701,4096.0,41889.11,C1640790786,256019.77,218226.66,0,0
23,TRANSFER,146127.1,C1866778945,146127.1,0.0,C225469649,0.0,0.0,1,0
152,CASH_OUT,102945.99,C1847949987,102945.99,0.0,C1663207814,2276404.45,2379350.44,1,0
113,TRANSFER,37119.58,C1444276641,37119.58,0.0,C1067127400,0.0,0.0,1,0
148,CASH_OUT,99168.97,C1708206894,99168.97,0.0,C1422044374,360.3,99529.27,1,0
345,TRANSFER,968692.52,C152819515,0.0,0.0,C1035781577,2333800.62,3302493.14,0,0
43,CASH_OUT,207814.79,C854861710,19863.0,0.0,C116242505,355125.93,562940.71,0,0
277,PAYMENT,12111.47,C1812091056,163012.81,150901.34,M680352977,0.0,0.0,0,0
403,PAYMENT,3310.6,C1803702868,34257.0,30946.4,M1429358621,0.0,0.0,0,0
34,CASH_OUT,40458.0,C1657291163,40458.0,0.0,C684399107,561393.36,331179.02,1,0
251,PAYMENT,16009.48,C482163659,5041.0,0.0,M555497791,0.0,0.0,0,0
321,CASH_OUT,219011.54,C1364894187,57108.0,0.0,C2012092198,2292449.89,2511461.44,0,0
360,PAYMENT,1386.15,C54587055,60196.0,58809.85,M908571905,0.0,0.0,0,0
652,CASH_OUT,740124.95,C1454952860,740124.95,0.0,C71447859,1382863.66,2122988.62,1,0
355,CASH_IN,11932.02,C157253068,200436.0,212368.02,C1633785084,62641.4,50709.38,0,0
466,TRANSFER,104171.37,C952245558,104171.37,0.0,C2101227966,0.0,0.0,1,0
282,DEBIT,4225.72,C1360996547,114044.0,109818.28,C1536794677,290583.52,294809.24,0,0
678,CASH_OUT,194876.96,C1352461400,194876.96,0.0,C1257290689,148344.11,343221.07,1,0
155,CASH_OUT,242179.39,C1430228862,242179.39,0.0,C542787796,107058.15,349237.54,1,0
284,CASH_OUT,49636.88,C1516934553,0.0,0.0,C1037647046,76666.71,126303.59,0,0
234,CASH_OUT,249736.54,C793730373,7192.0,0.0,C525764158,0.0,249736.54,0,0
67,CASH_OUT,106460.7,C844080619,106460.7,0.0,C597435768,1414263.15,1520723.84,1,0
605,CASH_OUT,269692.53,C165949141,269692.53,0.0,C895796754,2248741.77,2518434.3,1,0
131,TRANSFER,53340.45,C778841349,53340.45,0.0,C512420448,0.0,0.0,1,0
617,CASH_OUT,1013208.77,C1132246468,1013208.77,0.0,C2130748212,0.0,1013208.77,1,0
562,TRANSFER,6324299.91,C1187969526,6324299.91,0.0,C962858341,0.0,0.0,1,0
692,CASH_OUT,880661.14,C1339851120,880661.14,0.0,C959410257,0.0,880661.14,1,0
236,PAYMENT,6382.82,C18368372,407.0,0.0,M656882475,0.0,0.0,0,0
419,CASH_OUT,3118811.65,C907941485,3118811.65,0.0,C1511253622,1163983.03,4282794.68,1,0
387,CASH_OUT,1101871.13,C587748822,1101871.13,0.0,C1024816924,442604.16,1544475.3,1,0
305,CASH_OUT,84609.64,C1071010095,97549.0,12939.36,C47929042,170047.82,254657.46,0,0
190,CASH_IN,249640.92,C779260213,11570067.74,11819708.66,C64490886,2241548.73,1991907.82,0,0
355,PAYMENT,2118.5,C502824556,21136.0,19017.5,M431786234,0.0,0.0,0,0
727,CASH_OUT,815384.83,C1882634733,815384.83,0.0,C1883460887,1620575.26,2435960.09,1,0
157,CASH_OUT,412405.8,C1888128664,20007.0,0.0,C2019943212,2169007.74,2581413.55,0,0
157,CASH_OUT,378648.34,C1214776296,0.0,0.0,C590066384,3231033.36,3278032.59,0,0
227,TRANSFER,1162155.11,C1537630073,1162155.11,0.0,C153438259,0.0,0.0,1,0
716,TRANSFER,6426126.34,C1681613660,6426126.34,0.0,C1588106551,0.0,0.0,1,0
421,CASH_OUT,207021.45,C694763247,207021.45,0.0,C1770009220,0.0,207021.45,1,0
332,CASH_OUT,174410.29,C456638421,10153.0,0.0,C642584095,26732360.55,26906770.83,0,0
647,CASH_OUT,1517771.48,C375476201,1517771.48,0.0,C1907987459,161843.29,1679614.77,1,0
176,CASH_OUT,455709.8,C430667464,455709.8,0.0,C2067401577,46498.39,502208.18,1,0
188,CASH_IN,159729.92,C264076361,483.0,160212.92,C2113845112,86298.54,0.0,0,0
38,CASH_IN,62514.85,C1024139461,48774.0,111288.85,C2020287790,1220399.53,1157884.69,0,0
328,CASH_OUT,43814.15,C1113533628,43814.15,0.0,C664038638,4177401.35,4221215.5,1,0
279,CASH_IN,383132.39,C1201769857,429287.0,812419.39,C1648945354,2271013.96,1887881.57,0,0
42,CASH_IN,190100.97,C793748329,18555741.9,18745842.88,C348907786,1405657.33,1575216.92,0,0
462,TRANSFER,151994.59,C1101966116,151994.59,0.0,C1518422608,0.0,0.0,1,0
360,TRANSFER,758848.47,C1635073538,758848.47,0.0,C25163995,0.0,0.0,1,0
206,CASH_OUT,998110.47,C947925453,998110.47,0.0,C183582904,24296349.9,25294460.38,1,0
186,CASH_OUT,30617.63,C1318341337,0.0,0.0,C1660039639,3115698.76,3146316.39,0,0
135,PAYMENT,34831.7,C812743877,16129.0,0.0,M1850594017,0.0,0.0,0,0
350,CASH_IN,9749.23,C1170423412,6790796.76,6800546.0,C1990582553,2377278.57,2367529.33,0,0
400,CASH_OUT,80415.76,C1454225921,58725.87,0.0,C1278762726,114237.94,194653.7,0,0
235,CASH_IN,173760.72,C1546910856,5489772.9,5663533.62,C265916802,600979.2,427218.49,0,0
275,CASH_OUT,258614.9,C383276670,800.0,0.0,C1585032334,0.0,258614.9,0,0
376,CASH_IN,90924.45,C1380215608,23736.0,114660.45,C395629617,11360129.06,11269204.61,0,0
90,CASH_OUT,113309.55,C1936469791,113309.55,0.0,C471979620,0.0,113309.55,1,0
179,CASH_IN,176598.9,C1889975895,1203.0,177801.9,C571134716,209653.19,33054.29,0,0
228,TRANSFER,68517.53,C1896979151,0.0,0.0,C118885392,75055.36,143572.89,0,0
149,CASH_OUT,14016.65,C1941677118,14016.65,0.0,C1983026804,1818633.89,1832650.55,1,0
350,CASH_OUT,67806.33,C1798298657,0.0,0.0,C1348328548,1034966.15,1102772.48,0,0
425,CASH_OUT,287720.41,C1152041857,287720.41,0.0,C1551847216,174700.67,462421.08,1,0
